Application,Part Number,Target,Clone,Metal,Reported Reactivity,Format,Technical Data Sheet,Safety Data Sheet,Sample Type,Assay Type
CyTOF (Cytometry),3143009C,Anti-Mouse CD41,<div>MWReg30</div>,143Nd,Mouse,25 Tests,"<a href=""https://fluidigm.my.salesforce.com/sfc/p/700000009DAw/a/4u0000019hpF/dkp0w0kl.PP9cMkBEj7IJqDtkExI_bRpjUKVtOApWFQ"" target=""_blank"">PRD009-3143009B</a>","<a href=""https://fluidigm.my.salesforce.com/sfc/p/700000009DAw/a/4u000001870w/XU6eX2YZtdejnAfGRls.mPHhJTPvhOp30R18ZV_Asw4"" target=""_blank"">MSDS-3000000X</a>",various,Maxpar
CyTOF (Cytometry),3143010B,Anti-Mouse TCRβ ,<div>H57-597</div>,143Nd,Mouse,100 Tests,"<a href=""https://fluidigm.my.salesforce.com/sfc/p/700000009DAw/a/4u0000019hpG/sASJMWvjccBEzERETdiPicOFaqy1y9O.NglQSs26ffE"" target=""_blank"">PRD009-3143010B</a>","<a href=""https://fluidigm.my.salesforce.com/sfc/p/700000009DAw/a/4u000001870w/XU6eX2YZtdejnAfGRls.mPHhJTPvhOp30R18ZV_Asw4"" target=""_blank"">MSDS-3000000X</a>",various,Maxpar
CyTOF (Cytometry),3143010C,Anti-Mouse TCRβ ,<div>H57-597</div>,143Nd,Mouse,25 Tests,"<a href=""https://fluidigm.my.salesforce.com/sfc/p/700000009DAw/a/4u0000019hpG/sASJMWvjccBEzERETdiPicOFaqy1y9O.NglQSs26ffE"" target=""_blank"">PRD009-3143010B</a>","<a href=""https://fluidigm.my.salesforce.com/sfc/p/700000009DAw/a/4u000001870w/XU6eX2YZtdejnAfGRls.mPHhJTPvhOp30R18ZV_Asw4"" target=""_blank"">MSDS-3000000X</a>",various,Maxpar
CyTOF (Cytometry),3143011A,Anti-Human cleaved PARP,<div>F21-852</div>,143Nd,"Human, Mouse",50 Tests,"<a href=""https://fluidigm.my.salesforce.com/sfc/p/700000009DAw/a/4u0000019hpK/3uOZgZZ1UnEc6NaGQCMSnXa_L.OvwdrAl6m0.1UyWmI"" target=""_blank"">PRD009-3143011A</a>","<a href=""https://fluidigm.my.salesforce.com/sfc/p/700000009DAw/a/4u000001870w/XU6eX2YZtdejnAfGRls.mPHhJTPvhOp30R18ZV_Asw4"" target=""_blank"">MSDS-3000000X</a>",various,Maxpar
CyTOF (Cytometry),3143011C,Anti-Human cleaved PARP,<div>F21-852</div>,143Nd,"Human, Mouse",25 Tests,"<a href=""https://fluidigm.my.salesforce.com/sfc/p/700000009DAw/a/4u0000019hpK/3uOZgZZ1UnEc6NaGQCMSnXa_L.OvwdrAl6m0.1UyWmI"" target=""_blank"">PRD009-3143011B</a>","<a href=""https://fluidigm.my.salesforce.com/sfc/p/700000009DAw/a/4u000001870w/XU6eX2YZtdejnAfGRls.mPHhJTPvhOp30R18ZV_Asw4"" target=""_blank"">MSDS-3000000X</a>",various,Maxpar
CyTOF (Cytometry),3143012B,Anti-Human CD127/IL-7Rα,<div>A019D5</div>,143Nd,"Human, African Green, Baboon, Cynomolgus Macaque, Rhesus Macaque",100 Tests,"<a href=""https://fluidigm.my.salesforce.com/sfc/p/700000009DAw/a/4u0000019hpZ/R9uOtiEvTIjgYOhw.KuG3ObCdTk9ZDngWQRmtQkpACE"" target=""_blank"">PRD009-3143012B</a>","<a href=""https://fluidigm.my.salesforce.com/sfc/p/700000009DAw/a/4u000001870w/XU6eX2YZtdejnAfGRls.mPHhJTPvhOp30R18ZV_Asw4"" target=""_blank"">MSDS-3000000X</a>",various,Maxpar
CyTOF (Cytometry),3143012C,Anti-Human CD127/IL-7Rα,<div>A019D5 </div>,143Nd,"Human, African Green, Baboon, Cynomolgus Macaque, Rhesus Macaque",25 Tests,"<a href=""https://fluidigm.my.salesforce.com/sfc/p/700000009DAw/a/4u0000019hpZ/R9uOtiEvTIjgYOhw.KuG3ObCdTk9ZDngWQRmtQkpACE"" target=""_blank"">PRD009-3143012B</a>","<a href=""https://fluidigm.my.salesforce.com/sfc/p/700000009DAw/a/4u000001870w/XU6eX2YZtdejnAfGRls.mPHhJTPvhOp30R18ZV_Asw4"" target=""_blank"">MSDS-3000000X</a>",various,Maxpar
CyTOF (Cytometry),3143013B,Anti-Human HLA-DR,<div>L243</div>,143Nd,"Human, Cynomolgus Macaque, Rhesus Macaque, African Green, Baboon, Chimpanzee, Dog, Common Marmoset, Squirrel Monkey, Cotton-Topped Tamarin",100 Tests,"<a href=""https://fluidigm.my.salesforce.com/sfc/p/700000009DAw/a/4u0000019hpe/MIVJz4RkigpZk2BpBbcXqUzZJ98tpAv.H8G4lbD_Jj0"" target=""_blank"">PRD009-3143013B</a>","<a href=""https://fluidigm.my.salesforce.com/sfc/p/700000009DAw/a/4u000001870w/XU6eX2YZtdejnAfGRls.mPHhJTPvhOp30R18ZV_Asw4"" target=""_blank"">MSDS-3000000X</a>",various,Maxpar
CyTOF (Cytometry),3143013C,Anti-Human HLA-DR,<div>L243</div>,143Nd,"Human, Cynomolgus Macaque, Rhesus Macaque, African Green, Baboon, Chimpanzee, Dog, Common Marmoset, Squirrel Monkey, Cotton-Topped Tamarin",25 Tests,"<a href=""https://fluidigm.my.salesforce.com/sfc/p/700000009DAw/a/4u0000019hpe/MIVJz4RkigpZk2BpBbcXqUzZJ98tpAv.H8G4lbD_Jj0"" target=""_blank"">PRD009-3143013B</a>","<a href=""https://fluidigm.my.salesforce.com/sfc/p/700000009DAw/a/4u000001870w/XU6eX2YZtdejnAfGRls.mPHhJTPvhOp30R18ZV_Asw4"" target=""_blank"">MSDS-3000000X</a>",various,Maxpar
CyTOF (Cytometry),3143014B,Anti-Human CD123/IL-3R,<div>6H6</div>,143Nd,"Human, Rhesus Macaque",100 Tests,"<a href=""https://fluidigm.my.salesforce.com/sfc/p/700000009DAw/a/4u0000019hpj/3yOpY0WlJkziwqZEgiZjO9QCGJgylg4dAlqNz5c.ujY"" target=""_blank"">PRD009-3143014B</a>","<a href=""https://fluidigm.my.salesforce.com/sfc/p/700000009DAw/a/4u000001870w/XU6eX2YZtdejnAfGRls.mPHhJTPvhOp30R18ZV_Asw4"" target=""_blank"">MSDS-3000000X</a>",various,Maxpar
